Date,Open,High,Low,Close,Volume
2023-01-03 00:00:00+00:00,89.58999634,91.05000305,88.51999664,89.12000275,28131200
2023-01-04 00:00:00+00:00,90.34999847,90.65000153,87.26999664,88.08000183,34854800
2023-01-05 00:00:00+00:00,87.47000122,87.56999969,85.90000153,86.19999695,27194400
2023-01-06 00:00:00+00:00,86.79000092,87.69000244,84.86000061,87.33999634,41381500
2023-01-09 00:00:00+00:00,88.36000061,90.05000305,87.86000061,88.01999664,29003900
2023-01-10 00:00:00+00:00,85.98000336,88.66999817,85.83000183,88.41999817,30467800
2023-01-11 00:00:00+00:00,89.18000031,91.59999847,89.01000214,91.51999664,26862000
2023-01-12 00:00:00+00:00,91.48000336,91.87000275,89.75,91.12999725,30258100
2023-01-13 00:00:00+00:00,90.84999847,92.19000244,90.12999725,92.12000275,26329200
2023-01-17 00:00:00+00:00,92.05999756,92.25,90.05000305,91.29000092,32602400
2023-01-18 00:00:00+00:00,92.13999939,92.80000305,90.63999939,91.12000275,29116700
2023-01-19 00:00:00+00:00,90.72000122,93.61000061,90.62999725,93.05000305,37000400
2023-01-20 00:00:00+00:00,95.09999847,98.30000305,95.01999664,98.01999664,63191100
2023-01-23 00:00:00+00:00,97.94999695,100.0400009,97.5,99.79000092,40005100
2023-01-24 00:00:00+00:00,98.09999847,99.61000061,97.19999695,97.69999695,33078500
2023-01-25 00:00:00+00:00,95.56999969,96.16000366,93.76000214,95.22000122,42330000
2023-01-26 00:00:00+00:00,96.5,97.56999969,95.37999725,97.51999664,30114000
2023-01-27 00:00:00+00:00,97.30999756,100.3199997,97.30999756,99.37000275,33879800
2023-01-30 00:00:00+00:00,97.48000336,98.29000092,96.40000153,96.94000244,27226200
2023-01-31 00:00:00+00:00,96.87000275,98.87999725,96.81999969,98.83999634,29870700
2023-02-01 00:00:00+00:00,98.70999908,101.1900024,97.58000183,100.4300003,35531100
2023-02-02 00:00:00+00:00,105.8000031,107.8499985,105.6100006,107.7399979,69883800
2023-02-03 00:00:00+00:00,102.9300003,107.8099976,102.5800018,104.7799988,65309300
2023-02-06 00:00:00+00:00,102.4000015,104.3600006,101.8799973,102.9000015,31999600
2023-02-07 00:00:00+00:00,103.2200012,108.1800003,103.1200027,107.6399994,49010200
2023-02-08 00:00:00+00:00,102.0500031,103.1399994,98.04000092,99.37000275,94743500
2023-02-09 00:00:00+00:00,100,100.0299988,93.62999725,95.01000214,119455000
2023-02-10 00:00:00+00:00,95.44999695,96.75,94.25,94.56999969,54980700
2023-02-13 00:00:00+00:00,94.73999786,95.19999695,93.83999634,94.61000061,50076100
2023-02-14 00:00:00+00:00,94.43000031,94.84999847,92.26000214,94.68000031,54726100
2023-02-15 00:00:00+00:00,94.48999786,97.12000275,94.15000153,96.94000244,50169000
2023-02-16 00:00:00+00:00,95.37000275,97.68000031,94.73999786,95.51000214,42462600
2023-02-17 00:00:00+00:00,94.84999847,95.55999756,93.20999908,94.34999847,34284100
2023-02-21 00:00:00+00:00,93,93.09999847,91.72000122,91.79000092,33629300
2023-02-22 00:00:00+00:00,91.69999695,92.11000061,90.61000061,91.65000153,30884000
2023-02-23 00:00:00+00:00,91.91999817,91.94000244,89.76000214,90.88999939,41206400
2023-02-24 00:00:00+00:00,89.44000244,89.88999939,88.58000183,89.12999725,36585100
